AF_ARMS_POK_CASS01_00_EXPR	カシウス
AF_ACCS_CANO_HEAD_EXPR	能力:物防・魔防・素早さアップ、カノン(※カノンver．決戦礼装は使用不可)が装備するとマスターアビリティ『光の身心』使用可能(味方の全属性耐性アップ[射程:3,高低差:2])
AF_ACCS_CANO_HEAD_FLAVOR	カノン愛用のヘッドドレス。美しい羽で<br>作られており、騎士団員見習いの頃から<br>愛用している。聖教騎士としてのカノン<br>の強い光の心が宿り、周囲も巻き込んで<br>闇への耐性がつくと言われている。
AF_ACCS_CANO_HEAD_FILTER_KEYWORD	カノン
AF_ARMO_FUNDOSHI_EXPR	能力:HP上限・素早さ・魅了耐性アップ、確率で魅了効果
AF_ARMO_FUNDOSHI_FLAVOR	ディルガの漢塾卒業特典として卒業証書<br>とともに贈られるふんどし。ディルガ曰<br>くワダツミで真の男の正装とされ、武士<br>道を体現する、ムキムキボディをより気<br>高く、逞しく見せるという魅惑の品。
AF_ARMS_TAROT_01_EXPR	能力:HP上限・物防・魔攻アップ、確率で物防アップ、マスターアビリティ『星影の円舞曲』使用可能(自身のHPを回復&3ターン通常攻撃の射程+2)
AF_ARMS_TAROT_01_FLAVOR	赤くグラデーションがかっているように<br>見える魔法のカード。溢れるアルケミィ<br>が鮮やかな色合いと模様を作り出してお<br>り、優れた使い手でなければ武器はおろ<br>か占い道具としても持て余す。
AF_ARMS_TAROT_02_EXPR	能力:魔攻・魔防アップ、確率で魔防アップ
AF_ARMS_TAROT_02_FLAVOR	青くグラデーションがかっているように<br>見える魔法のカード。溢れるアルケミィ<br>が作り出した爽やかな色合いと模様がオ<br>シャレだと評判な上、手軽に扱えるので<br>ビギナー占星術師でも安心の一品。
AF_ARMS_GREAT_SWORD_01_EXPR	能力:HP上限・物攻・会心アップ、確率で素早さアップ、マスターアビリティ『闇奔る大刃』使用可能(敵に斬撃攻撃&自身にクロックアップ効果[射程:1,高低差:2])
AF_ARMS_GREAT_SWORD_01_FLAVOR	赤くグラデーションになっている片刃大<br>剣。実力を備えた者でないと武器自身の<br>力に飲まれて闇に引きずられてしまうと<br>言われている。その分、優秀なダークナ<br>イトが扱えば比類なき力を発揮する。
AF_ARMS_GREAT_SWORD_02_EXPR	能力:HP上限・物攻アップ、確率で物攻アップ
AF_ARMS_GREAT_SWORD_02_FLAVOR	青くグラデーションになっている片刃大<br>剣。ダークナイトになりたての者でも扱<br>いやすく幅広い人気がある。武器との呼<br>吸が合うと、まれに使用者の攻撃力を高<br>めてくれることがある。
AF_ARMS_DSWO_02_EXPR	能力:HP上限・物攻・素早さアップ、確率で回避率アップ、マスターアビリティ『オーラ・アヴォイド』使用可能(自身を中心とした範囲内の味方の回避率アップ[範囲:菱形2マス,高低差:2])
AF_ARMS_DSWO_02_FLAVOR	逆手持ちの双剣。戦場において攻撃の手<br>を休めず、ひたすら戦い続けられるよう<br>作りこまれた。味方の回避率を上昇させ<br>る力もあるが、熟練の使い手でないと武<br>器に振り回され目を回してしまう。
AF_ARMS_DSWO_03_EXPR	能力:物攻・素早さアップ、確率で物攻アップ
AF_ARMS_DSWO_03_FLAVOR	逆手持ちの双剣。素早く戦場を駆け巡り<br>ながら敵を切り伏せることができる。攻<br>撃力と素早さが引き上げられるように作<br>りこまれており、とにかく一手でも多く<br>攻撃したいという層に人気だとか。
AF_ARMS_ROD_02_EXPR	能力:魔攻・最大ジュエル・獲得ジュエルアップ、確率で魔攻アップ、マスターアビリティ『再起の導き』使用可能(味方のHPを回復[射程:6,高低差:3])
AF_ARMS_ROD_02_FLAVOR	世界の叡智に辿り着くことができると言<br>われる鍵杖。この杖があれば遠距離にい<br>る味方を癒すこともできるようになる。<br>絶大な力を持つだけに、錬度の高い者で<br>ないと触れることすら許されない。
AF_ARMS_ROD_03_EXPR	能力:魔攻・魔防アップ、確率で物防アップ
AF_ARMS_ROD_03_FLAVOR	己の知識の奥深くまで辿ることができる<br>と言われる鍵杖。ある程度経験を積んだ<br>者に広く扱えるよう調整されており、ポ<br>ピュラーさと能力の高さとのバランスが<br>評判を呼んでいる。
AF_ARMS_SWO_YAUL_01_EXPR	能力:HP上限・物攻・獲得ジュエルアップ、確率でHP自動回復効果、ヤウラス、ヤウラスver．決戦礼装が装備するとマスターアビリティ使用可能
AF_ARMS_SWO_YAUL_01_FLAVOR	目にも留まらぬ攻撃を生み出すヤウラス<br>愛用の双剣。１本でも並の剣を超える程<br>の威力を誇る。剣の持つ華麗さを損ねる<br>立ち回りをしないよう、ヤウラスは日々<br>訓練を欠かさないと言う。
AF_ARMS_SWO_YAUL_01_FILTER_KEYWORD	ヤウラス,決戦礼装
AF_ARMO_TOWER_01_EXPR	能力:HP上限・物防・魔防・素早さ・雷属性耐性・鈍足耐性アップ
AF_ARMO_TOWER_01_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>風の力も込められていると言う。雷に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_01_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_02_EXPR	能力:HP上限・物防・魔防・水属性耐性・ストップ耐性・クロックダウン耐性アップ
AF_ARMO_TOWER_02_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>雷の力も込められていると言う。水に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_02_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_03_EXPR	能力:HP上限・物防・魔防・最大ジュエル・火属性耐性・魅了耐性アップ
AF_ARMO_TOWER_03_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>水の力も込められていると言う。火に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_03_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_04_EXPR	能力:HP上限・物防・魔防・風属性耐性・沈黙耐性アップ
AF_ARMO_TOWER_04_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>火の力も込められていると言う。風に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_04_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_05_EXPR	能力:HP上限・物防・魔防・闇属性耐性・麻痺耐性・魅了耐性アップ
AF_ARMO_TOWER_05_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>光の力も込められていると言う。闇に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_05_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_06_EXPR	能力:HP上限・物防・魔防・光属性耐性・狂化耐性・憤怒耐性・石化耐性アップ
AF_ARMO_TOWER_06_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>闇の力も込められていると言う。光に対<br>しての耐性アップが期待できる。
AF_ARMO_TOWER_06_FILTER_KEYWORD	ヴェーダ
AF_ARMO_TOWER_07_EXPR	能力:HP上限・物防・魔防・全属性耐性・毒耐性・睡眠耐性アップ
AF_ARMO_TOWER_07_FLAVOR	異層塔ヴェーダの遠征を達成した者だけ<br>が手にできる謎多き鎧。塔を構成するも<br>のと同質の素材が含まれており、加えて<br>全属性の力も込められていると言う。全<br>属性への耐性アップが期待できる。
AF_ARMO_TOWER_07_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_01_EXPR	能力:器用さ・命中率・火属性ユニットの全攻撃・風属性特効補正・攻撃禁止耐性アップ
AF_ACCS_TOWER_01_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて火の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_01_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_02_EXPR	能力:器用さ・命中率・水属性ユニットの全攻撃・火属性特効補正・沈黙耐性アップ
AF_ACCS_TOWER_02_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて水の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_02_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_03_EXPR	能力:器用さ・命中率・風属性ユニットの全攻撃・雷属性特効補正・麻痺耐性アップ
AF_ACCS_TOWER_03_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて風の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_03_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_04_EXPR	能力:器用さ・命中率・雷属性ユニットの全攻撃・水属性特効補正・憤怒耐性アップ
AF_ACCS_TOWER_04_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて雷の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_04_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_05_EXPR	能力:器用さ・命中率・光属性ユニットの全攻撃・闇属性特効補正・スタン耐性アップ
AF_ACCS_TOWER_05_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて光の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_05_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_06_EXPR	能力:器用さ・命中率・闇属性ユニットの全攻撃・光属性特効補正・ストップ耐性アップ
AF_ACCS_TOWER_06_FLAVOR	異層塔ヴェーダの新たな層の遠征から帰<br>還した者だけが手にできる謎多き指輪。<br>塔を構成するものと同質の素材が含まれ<br>ており、加えて闇の力も込められている<br>為、同属性の攻撃力向上が期待できる。
AF_ACCS_TOWER_06_FILTER_KEYWORD	ヴェーダ
AF_ACCS_TOWER_Z_04_EXPR	能力:獲得ジュエル・麻痺耐性・<嫉妬>特効補正・水属性特効補正アップ
AF_ACCS_TOWER_Z_04_FLAVOR	太古、バベル大陸の理を作り上げた存在<br>が力を込めた指輪。異層罪域〈ゼノ・ベ<br>ルト〉にそびえる塔のひとつに眠るとさ<br>れる。その力は理の雷によって強化され<br>ており、所有者に轟雷の加護を与える。
AF_ACCS_TOWER_Z_04_FILTER_KEYWORD	ゼノ・ベルト
AF_ACCS_TOWER_Z_02_EXPR	能力:獲得ジュエル・ストップ耐性・<怠惰>特効補正・火属性特効補正アップ
AF_ACCS_TOWER_Z_02_FLAVOR	太古、バベル大陸の理を作り上げた存在<br>が力を込めた指輪。異層罪域〈ゼノ・ベ<br>ルト〉にそびえる塔のひとつに眠るとさ<br>れる。その力は理の水によって強化され<br>ており、所有者に蒼水の加護を与える。
AF_ACCS_TOWER_Z_02_FILTER_KEYWORD	ゼノ・ベルト
AF_ACCS_TOWER_Z_01_EXPR	能力:獲得ジュエル・死の宣告耐性・<憤怒>特効補正・風属性特効補正アップ
AF_ACCS_TOWER_Z_01_FLAVOR	太古、バベル大陸の理を作り上げた存在<br>が力を込めた指輪。異層罪域〈ゼノ・ベ<br>ルト〉にそびえる塔のひとつに眠るとさ<br>れる。その力は理の火によって強化され<br>ており、所有者に烈火の加護を与える。
AF_ACCS_TOWER_Z_01_FILTER_KEYWORD	ゼノ・ベルト
AF_ACCS_TOWER_Z_03_EXPR	能力:獲得ジュエル・移動禁止耐性・<色欲>特効補正・雷属性特効補正アップ
AF_ACCS_TOWER_Z_03_FLAVOR	太古、バベル大陸の理を作り上げた存在<br>が力を込めた指輪。異層罪域〈ゼノ・ベ<br>ルト〉にそびえる塔のひとつに眠るとさ<br>れる。その力は理の風によって強化され<br>ており、所有者に翠風の加護を与える。
AF_ACCS_TOWER_Z_03_FILTER_KEYWORD	ゼノ・ベルト
AF_ACCS_TOWER_Z_05_EXPR	能力:獲得ジュエル・攻撃禁止耐性・<傲慢>特効補正・闇属性特効補正アップ
AF_ACCS_TOWER_Z_05_FLAVOR	太古、バベル大陸の理を作り上げた存在<br>が力を込めた指輪。異層罪域〈ゼノ・ベ<br>ルト〉にそびえる塔のひとつに眠るとさ<br>れる。その力は理の光によって強化され<br>ており、所有者に暁光の加護を与える。
AF_ACCS_TOWER_Z_05_FILTER_KEYWORD	ゼノ・ベルト
AF_ACCS_TOWER_Z_06_EXPR	能力:獲得ジュエル・魅了耐性・<強欲>特効補正・光属性特効補正アップ
