QE_TM_POT_LIM_LV1	ステージ効果：物攻マイナス補正、魔攻プラス補正
QE_EV_GEKITOUQUEST_DIABLO_EX_03	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_SP2_03	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃

QE_EV_GEKITOUQUEST_DIABLO_N_04	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_04	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_SP2_04	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_ABYSS_04	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃

QE_EV_GEKITOUQUEST_DIABLO_N_05	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_05	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_SP2_05	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_ABYSS_05	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃

QE_EV_GEKITOUQUEST_DIABLO_N_06	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_06	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_EX_SP2_06	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃
QE_EV_GEKITOUQUEST_DIABLO_ABYSS_06	攻略のヒント：不死ガーゴイルたちは定期的に強力な攻撃を自身の前方の敵に対して使用するぞ！タイミングを見極めて立ち回ろう！<br>一部スキル紹介：<br>羨望ノ物襲撃：プレイヤーの物攻に依存した先制反撃<br>羨望ノ魔襲撃：プレイヤーの魔攻に依存した先制反撃<br>傲慢ノ落刃：傲慢のディアブロのHPが高いほど強力な攻撃

QE_EV_GEKITOUQUEST_ORC_DISASTER_N	攻略のヒント：『オーク』『オーク・ディザスター』はHP自動回復状態となっているが回復無効属性への耐性が下がっているぞ。またそれぞれのユニットは自身の有利な属性の耐性をもっているため注意しよう。
QE_EV_GEKITOUQUEST_ORC_DISASTER_H	攻略のヒント：『オーク』『オーク・ディザスター』はHP自動回復状態となっているが回復無効属性への耐性が下がっているぞ。またそれぞれのユニットは自身の有利な属性の耐性をもっているため注意しよう。
QE_EV_GEKITOUQUEST_ORC_DISASTER_EX	攻略のヒント：『オーク』『オーク・ディザスター』はHP自動回復状態となっているが回復無効属性への耐性が下がっているぞ。またそれぞれのユニットは自身の有利な属性の耐性をもっているため注意しよう。
QE_EV_GEKITOUQUEST_ORC_DISASTER_EXH	攻略のヒント：『オーク』『オーク・ディザスター』はHP自動回復状態となっているが回復無効属性への耐性が下がっているぞ。またそれぞれのユニットは自身の有利な属性の耐性をもっているため注意しよう。
QE_EV_GEKITOUQUEST_ORC_DISASTER_A	攻略のヒント：『オーク』『オーク・ディザスター』はHP自動回復状態となっているが回復無効属性への耐性が下がっているぞ。またそれぞれのユニットは自身の有利な属性の耐性をもっているため注意しよう。

QE_EV_GEKITOUQUEST_POK_N	攻略のヒント：『巨大異族　鎧型種』は、敵を倒す度に威力の上がるスキルを持っている。敵を倒す順番を見極めて、全滅を図ろう。<br>ある状態異常に耐性がない敵もいるので、上手く活かしながら戦おう。
QE_EV_GEKITOUQUEST_POK_H	攻略のヒント：『巨大異族　鎧型種』『巨大異族　戦型種』は、敵を倒す度に威力の上がるスキルを持っている。敵を倒す順番を見極めて、全滅を図ろう。<br>ある状態異常に耐性がない敵もいるので、上手く活かしながら戦おう。
QE_EV_GEKITOUQUEST_POK_EX	攻略のヒント：『巨大異族　鎧型種』『巨大異族　戦型種』は、敵を倒す度に威力の上がるスキルを持っている。敵を倒す順番を見極めて、全滅を図ろう。<br>ある状態異常に耐性がない敵もいるので、上手く活かしながら戦おう。
QE_EV_GEKITOUQUEST_POK_EX_SP	攻略のヒント：『巨大異族　鎧型種』『巨大異族　戦型種』は、敵を倒す度に威力の上がるスキルを持っている。敵を倒す順番を見極めて、全滅を図ろう。<br>ある状態異常に耐性がない敵もいるので、上手く活かしながら戦おう。
QE_EV_GEKITOUQUEST_POK_EX_SP2	攻略のヒント：『巨大異族　鎧型種』『巨大異族　戦型種』は、敵を倒す度に威力の上がるスキルを持っている。敵を倒す順番を見極めて、全滅を図ろう。<br>ある状態異常に耐性がない敵もいるので、上手く活かしながら戦おう。<br>なお、鎧型異族は射撃耐性を、戦型異族は斬撃耐性を持っているので注意しよう。範囲攻撃も効きにくくなっているぞ。

QE_EV_GEKITOUQUEST_TS_E	攻略のヒント：敵の中には、お互いの能力を増減させているペアが存在している。<br>片方を倒すことで不利な状況になる場合もあるので、補完しあっているペアを見つけて対処をしていこう。
QE_EV_GEKITOUQUEST_TS_N	攻略のヒント：敵の中には、お互いの能力を増減させているペアが存在している。<br>片方を倒すことで不利な状況になる場合もあるので、補完しあっているペアを見つけて対処をしていこう。
QE_EV_GEKITOUQUEST_TS_H	攻略のヒント：敵の中には、お互いの能力を増減させているペアが存在している。<br>片方を倒すことで不利な状況になる場合もあるので、補完しあっているペアを見つけて対処をしていこう。<br>メリオダスより先にエリザベスを倒すと、メリオダスが本気を出すので要注意！
QE_EV_GEKITOUQUEST_TS_EX	攻略のヒント：敵の中には、お互いの能力を増減させているペアが存在している。<br>片方を倒すことで不利な状況になる場合もあるので、補完しあっているペアを見つけて対処をしていこう。<br>メリオダスより先にエリザベスを倒すと、メリオダスが本気を出すので要注意!<br>なお、敵として新たにゼルドリスが参戦しているぞ。
