IT_US_FATE_TAIYAKI_EXPR	Casts Quicken status on user for three turns.
IT_EQUP_ORI_FLAVOR	This ore was formed from a meteorite that fell from the sky in primordial times and slowly fused with the earth's energy, deep below its surface. Equipment enhanced with ores such as this is said to become imbued with this mighty energy. The very existence of such ores is doubted by many, and finding one is an extremely difficult task.
IT_US_TICKET_EXPR	A ticket used to skip one battle.
IT_US_TICKET_FLAVOR	This ticket-like item allows the user to sense the presence of hostile beings. The mark in its center glows red when detecting animosity, growing brighter according to the hostile being's proximity to the bearer, and allowing him or her to effectively avoid combat.
IT_US_EVENT_TICKET_EXPR	Event Ticket
IT_US_EVENT_TICKET_FLAVOR	This ticket-like item allows the user to sense the presence of hostile beings. The mark in its center glows red when detecting animosity, growing brighter according to the hostile being's proximity to the bearer, and allowing him or her to effectively avoid combat.
IT_US_DJ_SKIP_TICKET_EXPR	A ticket used to skip one Sacred Stone Memories event battle (Cannot be used with some quests, such as EX stages and other Hard quests).
IT_US_DJ_SKIP_TICKET_FLAVOR	This ticket-like item allows the user to sense the presence of hostile beings. The mark in its center glows red when detecting animosity, growing brighter according to the hostile being's proximity to the bearer, and allowing him or her to effectively avoid combat.
IT_US_LIZARD_TICKET_EXPR	A ticket used to skip one battle.
IT_US_LIZARD_TICKET_FLAVOR	This ticket-like item allows the user to sense the presence of hostile beings. The mark in its center glows red when detecting animosity, growing brighter according to the hostile being's proximity to the bearer, and allowing him or her to effectively avoid combat.
IT_KEY_QUEST_GOLD_EXPR	A key used to unlock the Key Quest "Gold Rush [Bgn-Adv]" for 30 minutes. You can also use five of this item to unlock [Pro].
IT_KEY_QUEST_APPLE_EXPR	A key used to unlock the Key Quest "Apple Garden [Bgn-Adv]" for 30 minutes.
IT_KEY_QUEST_ORE_EXPR	A key used to unlock the Key Quest "Mineral Garden [Bgn-Adv]" for 30 minutes.
IT_KEY_QUEST_P_EXP_EXPR	A key used to unlock the Player EXP Bonus Reward Key Quest "Time of Training" once.
IT_KEY_QUEST_BABEL_CARLA_EXPR	
IT_KEY_QUEST_BABEL_ANKH_EXPR	
IT_KEY_QUEST_BABEL_GERALD_EXPR	
IT_KEY_QUEST_BABEL_NATALIE_EXPR	
IT_KEY_QUEST_BABEL_NEFERTY_EXPR	
IT_KEY_QUEST_BABEL_NINA_EXPR	
IT_KEY_QUEST_BABEL_REN_EXPR	
IT_KEY_QUEST_BABEL_LETICIA_EXPR	
IT_KEY_QUEST_BABEL_IRA_EXPR	
IT_KEY_QUEST_BABEL_NIGURU_EXPR	
IT_KEY_QUEST_BABEL_MORE_EXPR	
IT_KEY_QUEST_BABEL_LEAFA_EXPR	
IT_KEY_QUEST_BABEL_ALMA_EXPR	
IT_KEY_QUEST_BABEL_KAYA_EXPR	
IT_KEY_QUEST_BABEL_BUD_EXPR	
IT_KEY_QUEST_BABEL_YUDIT_EXPR	
IT_KEY_QUEST_REALEVENT_KOBE_EXPR	 
IT_KEY_QUEST_2018_COMIKE_EXPR	 
IT_US_GACHATICKET_EXPR	Use this ticket to summon 10 special things.
IT_US_1UNIT10TICKET_EXPR	Use this ticket in Summon to get 10 special summons with one unit guaranteed.
IT_US_SOUBI10TICKET_EXPR	Use this ticket in Summon to get 10 special summons for equipment.
IT_US_2017SEP_ARTIFACT_PIECE_TICKET_EXPR	Use this ticket to summon one Gear Shard available from the September Gear Projection Hard Quest
IT_US_SOULTICKET_EXPR	Use this ticket to summon one 3+★ unit Soul Shard.
IT_US_RARETICKET_EXPR	Use this ticket to summon one 3-5★ unit.
IT_US_RARE10TICKET_EXPR	Use this ticket to summon ten 3-5★ units.
IT_US_RARE4_TICKET_EXPR	Use this ticket to summon one 4+★ unit.
IT_US_RARE5_TICKET_EXPR	Use this ticket to summon one guaranteed 5★ unit from the Rare Summon.
IT_US_RARE5_TICKET_FLAVOR	(Excludes limited time units and all collab units.)
IT_US_2016APR_ARTIFACT_TICKET_EXPR	Use this ticket to summon one 2+★ gear shard.
IT_US_ARTIFACT_TICKET_EXPR	Use this ticket to summon one 2+★ gear item.
IT_US_2016OCT_10ARTIFACT_TICKET_EXPR	Use this ticket to summon ten 2-4★ gear items.
IT_US_RARE3ARTIFACT_TICKET_EXPR	Use this ticket to summon one 3+★ gear item.
IT_US_RARE4ARTIFACT_TICKET_EXPR	Use this ticket to summon one guaranteed 4★ gear item. (Excludes limited time and collab gear.)
IT_US_RARESOUBI_10TICKET_EXPR	Use this ticket to summon ten 3-4★ equipment items.
IT_US_2016APR_JOB_SOUBI_TICKET_EXPR	Use this ticket to summon one job-specific equipment item.
IT_US_SOUBI_TICKET_EXPR	Use this ticket to summon the equipment item of your choice.
IT_US_SOUBI10TICKET_2_EXPR	Use this ticket in Summon to get 10 special summons for equipment.
IT_US_2016APR_SOUBI01_TICKET_EXPR	Use this ticket to summon ten 3+★ equipment items.
IT_US_2016APR_SOUBI02_TICKET_EXPR	Use this ticket to summon ten 4+★ equipment items.
IT_US_2016APR_SOUBI03_TICKET_EXPR	Use this ticket to summon ten 5★ equipment items.
IT_US_LOTTERY_FRIEND_01_EXPR	Use this 3-summon ticket in Summon to get Bronze, Silver, Gold, and Rainbow Ingots.
IT_US_TS_TICKET_EXPR	 
IT_US_RARE4_TS_TICKET_EXPR	 
IT_US_RARE5_TS_TICKET_EXPR	 
IT_US_COMEBACK_TICKET01_EXPR	Use this ticket to summon ten 3-5★ units. Also includes one bonus Gold Ingot.
IT_US_COMEBACK_TICKET02_EXPR	 
IT_US_KAIGAN_RARE5_TICKET_EXPR	 
IT_US_KAIGAN_RARE5_SOULTICKET_25_EXPR	 
IT_US_10SOULPIECE10TICKET_EXPR	Use this ticket in Summon to get 10 special summons for 10 Soul Shards.
IT_US_RARE4SOULTICKET_EXPR	Use this ticket to summon one 4+★ unit Soul Shard.
IT_US_RARE5SOULTICKET_EXPR	Use this ticket to summon one 5★ unit Soul Shard.
IT_US_20SOULPIECE10TICKET_EXPR	Use this ticket in Summon to get 10 summons for 20 Soul Shards with one unit guaranteed.
IT_US_1UNIT10TICKET_2_EXPR	Use this ticket in Summon to get 10 special summons with one unit guaranteed.
IT_US_SOUL10TICKET_EXPR	Use this ticket in Summon to get 10 Soul Shard special summons.
IT_US_2016MARUNITTICKET_EXPR	Use this special 10-summon ticket to get guaranteed Soul Shards for one new unit from March.
IT_US_2016APR_30PERTICKET_EXPR	Use this ticket to summon a unit with a 30% chance of it being a new unit introduced on 4/1.
IT_US_2016APR_RARE5EV_TICKET_EXPR	Use this ticket to summon one unit that can be evolved to 5★.
IT_US_2016APR_50PERTICKET_EXPR	Use this ticket to summon a unit with a 50% chance of it being a new unit introduced on 4/1.
IT_US_2016APR_TICKET_EXPR	Use this ticket to summon one new unit introduced on 4/1.
IT_US_APPLE_10TICKET_EXPR	Use this ticket to summon ten Apples, used to enhance units.
IT_US_2016APR_10SOUL_10TICKET_EXPR	Use this ticket to summon ten sets of 10 Soul Shards, with 10 Soul Shards for a new unit introduced on 4/1 guaranteed.
IT_US_1UNIT_10SOUL_10TICKET_EXPR	Use this ticket to summon ten sets of 10 Soul Shards with one unit guaranteed.
IT_US_2016APR_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being a collab unit (either Selena or Laevateinn.)
IT_US_2016APR_MAG_FLA_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being Magnus or Flamel.
IT_US_2016APR_COLLABO_ARTIFACT_TICKET_EXPR	Use this ticket to summon 10 pieces of gear (2-5★) that can be equipped on units.
IT_US_2016MAY_30PERTICKET_EXPR	Use this ticket to summon a unit with a 30% chance of it being a new unit.
IT_US_2016MAY_50PERTICKET_EXPR	Use this ticket to summon a unit with a 50% chance of it being a new unit introduced on 5/1.
IT_US_2016MAY_TICKET_EXPR	Use this ticket to summon one new unit introduced on 5/1 (guaranteed.)
IT_US_2016MAY_RARE5EV_TICKET_EXPR	Use this ticket to summon one unit that can be evolved to 5★.
IT_US_2016MAY_SOULTICKET_EXPR	Use this ticket to summon Soul Shards for one new unit introduced on 5/1 (guaranteed.)
IT_US_2016MAY_SOUL10TICKET_EXPR	Use this ticket to summon ten sets of 10 guaranteed Soul Shards
IT_US_2016MAY_20PERTICKET_EXPR	Use this ticket to summon a unit with a 20% chance of it being Balt or Mielikki.
IT_US_2016MAY_20PER_PICKUP01_TICKET_EXPR	Use this ticket to summon either one recommended physical attack unit (20% chance) or a 4+★ unit.
IT_US_2016MAY_20PER_PICKUP02_TICKET_EXPR	Use this ticket to summon either one recommended utility unit (20% chance) or a 4+★ unit.
IT_US_2016MAY_20PER_PICKUP03_TICKET_EXPR	Use this ticket to summon either one recommended magic unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_20PERTICKET_EXPR	Use this ticket to summon either one new unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_30PERTICKET_EXPR	Use this ticket to summon either one new unit (30% chance) or a 4+★ unit.
IT_US_2016JUN_50PERTICKET_EXPR	Use this ticket to summon either one new unit (50% chance) or a 4+★ unit.
IT_US_2016JUN_TICKET_EXPR	Use this ticket to summon one guaranteed new unit.
IT_US_2016JUN_RARE5EV_TICKET_EXPR	Use this ticket to summon one 5★ potential unit.
IT_US_2016JUN_20PER_PICKUP01_TICKET_EXPR	Use this ticket to summon either one recommended unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_20PER_PICKUP02_TICKET_EXPR	Use this ticket to summon either one recommended agility-type unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_20PER_PICKUP03_TICKET_EXPR	Use this ticket to summon either one recommended support-type unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_20PERTICKET02_EXPR	Use this ticket to summon either one new unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_20PERTICKET03_EXPR	Use this ticket to summon either one new unit (20% chance) or a 4+★ unit.
IT_US_2016JUN_SOUL10TICKET_EXPR	Use this ticket to summon ten sets of 10 guaranteed Soul Shards
IT_US_2016JUL_20PERTICKET_EXPR	Use this ticket to summon either one new unit (20% chance) or a 4+★ unit.
IT_US_2016JUL_30PERTICKET_EXPR	Use this ticket to summon either one new unit (30% chance) or a 4+★ unit.
IT_US_2016JUL_50PERTICKET_EXPR	Use this ticket to summon either one new unit (50% chance) or a 4+★ unit.
IT_US_2016JUL_TICKET_EXPR	Use this ticket to summon one guaranteed new unit.
IT_US_2016JUL_RARE5EV_TICKET_EXPR	Use this ticket to summon one 5★ potential unit.
IT_US_2016JUL_30PER_PICKUP_TICKET_EXPR	Use this ticket to summon either one featured unit (30% chance) or a 4+★ unit.
IT_US_2016JUL_FIRE_30PERTICKET_EXPR	Use this ticket to summon either one Fire unit (30% chance) or a 4+★ unit.
IT_US_2016JUL_WATER_30PERTICKET_EXPR	Use this ticket to summon either one Water unit (30% chance) or a 4+★ unit.
