IT_US_FATE_TAIYAKI_EXPR	3回合內，帶有加速效果
IT_EQ_MIEL_BOOTS_EXPR	米埃莉琪固有職業【主教+】的裝備　◆物防+26、魔防+12、靈巧+20、速度+5、風耐性+1
IT_EQ_MIEL_BOOTS_FLAVOR	米埃莉琪很喜歡的靴子。為了搭配父親送的裙子，母親特地系了白色的鞋帶。於是米埃莉琪越來越喜歡，每天都穿著。
IT_EQ_MIEL_BOUQUET_EXPR	米埃莉琪固有職業【主教+】的裝備　◆魔攻+16、魔防+18、運+12、睡眠耐性+7、麻痹耐性+7
IT_EQ_MIEL_BOUQUET_FLAVOR	米埃莉琪為了自己珍視的家人，把自己喜愛的花做成的可愛花束。為了讓大家都喜歡這些花，她每天都做一些拿著。
IT_EQ_MIEL_ACCE_EXPR	米埃莉琪固有職業【主教+】的裝備　◆魔攻+16、運+12、靈巧+22、暗耐性+5、光耐性+5
IT_EQ_MIEL_ACCE_FLAVOR	米埃莉琪從賽麗亞茲那裡收到的首個水晶製成的蝴蝶。因為是害怕蟲子的賽麗亞茲所奮力製作的，所以她非常珍視。自從見到賽麗亞茲後就喜歡上了水晶製品。
IT_EQ_ZYVA_ACC_EXPR	茲布婭固有職業【雙刀術師】的裝備　◆物攻+20、速度+10、靈巧+16、會心+20、攻擊禁止耐性+23、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_ZYVA_ACC_FLAVOR	茲布婭拜託路斯特布魯格的匠人所打造的發飾。因為對薔薇過敏，所以無法解除心愛的玫瑰，因此將這份情感嵌入發飾中，設計成了“十字薔薇”的樣子。
IT_EQ_NOIN_BOTTLE_EXPR	諾因固有職業【爆力術師】的裝備　◆HP+36、物攻+20、物防+6、速度+9、魅惑耐性+30、睡眠耐性+8、鈍足耐性+8
IT_EQ_NOIN_BOTTLE_FLAVOR	諾因經常帶著它，一旦裡面空了就會不高興的秘制濁酒。從綿津見逃出來的元杜氏在路斯特布魯格做釀造的。酒精度數很高，一般人喝了就會耍酒瘋。
IT_EQ_FURY_AMULET_EXPR	芙尤麗固有職業【咒炮術師】的裝備　◆魔攻+26、魔防+30、最大魔力+14、風耐性+2、沉默耐性+30、石化耐性+8、停止耐性+8
IT_EQ_FURY_AMULET_FLAVOR	芙尤麗在綿津見時代作為巫女時被授予的護身符。雖然這個組織已經不存在了，但是她無法忘記那次侵略，因此即使已經破爛的護身符仍然帶著。
IT_EQ_SEDA_RAN2_01_EXPR	賽達固有職業【疾弓騎士+】的裝備　◆物攻+24、HP+24、魔攻+30、火耐性+2、水耐性+1、麻痹耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_SEDA_RAN2_01_FLAVOR	包含著保佑撒加人民免受災禍心願的護身符。賽達的吊墜是去世的父親留下的遺物，因此她時常感覺到被父親保佑著。
IT_EQ_SEDA_RAN2_02_EXPR	賽達固有職業【疾弓騎士+】的裝備 ◆靈巧+30、會心+28、運+18、暗耐性+1
IT_EQ_SEDA_RAN2_02_FLAVOR	在撒加地方所手工製作的羽毛裝飾。加入聖教騎士團的時候，賽達和她的好友把這個頭飾託付給了彼此。他們如約在任何戰場上都帶著它。
IT_EQ_SEDA_RAN2_03_EXPR	賽達固有職業【疾弓騎士+】的裝備　◆HP+32、速度+4、火耐性+1、暈眩耐性+7
IT_EQ_SEDA_RAN2_03_FLAVOR	很好的保護了賽達腳步的靴子。製作的非常堅固，在騎馬和移動民族較多的撒加是很受歡迎的。賽達一直覺得這個靴子最好用了。
IT_EQ_SEDA_RAN2_04_EXPR	賽達固有職業【疾弓騎士+】的裝備 ◆HP+20、靈巧+24、運+12、麻痹耐性+7、獲得魔力+8
IT_EQ_SEDA_RAN2_04_FLAVOR	擅長工藝的某個撒加部族以獨特的辦法製作的茶具。可以讓撒加茶葉的美味發揮到極致，賽達在休息時間經常用它泡茶。
IT_EQ_SEDA_RAN2_05_EXPR	賽達固有職業【疾弓騎士+】的裝備　◆物攻+24，速度+4，火耐性+1，魅惑耐性+7，石化耐性+7
IT_EQ_SEDA_RAN2_05_FLAVOR	是賽達作為團長的第三騎士團的團章。每次帶在身上，就會有種代表了大陸正義的使命感。賽達有著眾多支持她的團員。
IT_EQ_SEDA_RAN2_06_EXPR	賽達固有職業【疾弓騎士+】的裝備　◆物攻+30、魔防+36、會心+28、毒耐性+7、睡眠耐性+7
IT_EQ_SEDA_RAN2_06_FLAVOR	在聖教騎士團的作戰沙盤上使用的賽達樣子的棋子。通過這個棋子，就可以把握到在遠征或外出較多的騎士團長的行蹤。雖然嘴上說只是棋子罷了，卻十分的愛護。
IT_EQ_TINA01_SOUBI_EXPR	蒂娜固有職業【風法力使者】的裝備　◆靈巧+30、速度+4、HP+16、物攻+18、行動魔力獲得量+3、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_TINA01_SOUBI_FLAVOR	是蒂娜的父親贈送給她的手環。不管是紐扣的組合和裝飾的選擇都是她父親親手製作的，連占卜板都縫了進去。帶在手上就能感受到父親的大愛。
IT_EQ_GORM_KAI_01_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆HP+30、物攻+25、魔防+10、水耐性+2、火耐性+3、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_GORM_KAI_01_FLAVOR	格魯馬拉斯建立黑色龍骨團時，為了證明自己比任何海賊團長都要厲害而自己設計的，世界上獨一無二的外套。
IT_EQ_GORM_KAI_02_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆物攻+28、魔攻+16、HP+28、毒耐性+7、水耐性+5
IT_EQ_GORM_KAI_02_FLAVOR	裝飾著黑色龍骨團海賊船的旗幟。看過去很有威嚴的旗幟上塗滿了鍊金塗料，會根據他的指令而反應發光。
IT_EQ_GORM_KAI_03_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆會心+14、魔防+16、麻痺耐性+7、暈眩耐性+7、魅惑耐性+7
IT_EQ_GORM_KAI_03_FLAVOR	在巴貝爾大陸縱橫航行的格魯馬拉斯對世界上的嗜好品非常精通。其中最為喜歡的是最好品質的蒸餾酒和雪茄，他經常在船長室一個人品嘗打發時間。
IT_EQ_GORM_KAI_04_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆靈巧+14、運+21、風耐性+2、睡眠耐性+7
IT_EQ_GORM_KAI_04_FLAVOR	格魯馬拉斯非常重視的海圖和羅盤。是生長在撒加，從小立志大海的他首次得到的海圖和羅盤。雖然現在不能用了，但是他仍然很重視。
IT_EQ_GORM_KAI_05_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆HP+32 物防+30 運+9 最大魔力+10 石化耐性+5
IT_EQ_GORM_KAI_05_FLAVOR	黑色龍骨團最早所得到的秘寶中的骷髏。他把這個作為有緣之物裝飾在海賊帽上。美白骷髏就使笑著的頭蓋骨的意思。
IT_EQ_GORM_KAI_06_EXPR	格魯馬拉斯固有職業【海賊+】的裝備　◆物攻+25、會心+16、靈巧+12、HP+18、速度+6
IT_EQ_GORM_KAI_06_FLAVOR	格魯馬拉斯經常帶著的秘寶飾品。至今為止所得到的寶物他都要細細品味，只有最好的東西才能帶在他這個首領身上。
IT_EQ_REIM_SWORD_EXPR	黎明固有職業【劍豪+】的裝備　◆物攻+19、會心+18、魔攻+16、運+12、睡眠耐性+15、魅惑耐性+8、鈍足耐性+8
IT_EQ_REIM_SWORD_FLAVOR	黎明喜愛的大刀。綿津見的鍛造師傅欣賞他的功夫而特別打造的一把刀。刀鞘是迎合了他的裝束而設計的錦布，也就是錦包大刀的意思。
IT_EQ_REIM_COSTUME_EXPR	黎明固有職業【劍豪+】的裝備　◆HP+18、速度+2、魔防+16、物防+8、火耐性+2
IT_EQ_REIM_COSTUME_FLAVOR	黎明平時常用的裝束。作為暗殺者來說裝束太顯眼了，但是他就是敢於這樣穿，而且還能完成任務，因此他的能力遠播海外。
IT_EQ_REIM_TEKKO_EXPR	黎明固有職業【劍豪+】的裝備　◆靈巧+14、會心+16、魔防+14、物防+8、魅惑耐性+7
IT_EQ_REIM_TEKKO_FLAVOR	黎明所裝備的摘手甲。雖然在巴貝爾大陸上比較稀有，但是在綿津見卻很常見的礦石，打造出來輕便且堅固的護手。用黒漆塗抹的護手像竹子那麼輕，卻像鋼鐵那麼硬。
IT_EQ_REIM_EYEPATCH_EXPR	黎明固有職業【劍豪+】的裝備　◆HP+20、靈巧+12、毒耐性+7、麻痺耐性+7、暈眩耐性+7
IT_EQ_REIM_EYEPATCH_FLAVOR	是黎明在睡覺的時候也帶著的眼罩。小時候修行受過傷，因此一直帶著眼罩。雙眼能夠很好的把握距離和分寸，也許是因為長期帶著眼罩習慣了。
IT_EQ_REIM_FAN_EXPR	黎明固有職業【劍豪+】的裝備　◆速度+2、水耐性+5、風耐性+2、暈眩耐性+7、石化耐性+7
IT_EQ_REIM_FAN_FLAVOR	黎明當做護身符一樣寸步不離的扇子。是喜歡舞蹈的父親從師父那裡得到的。雖說是父親的遺物，但更代表了對綿津見舞蹈的憧憬。
IT_EQ_REIM_KUNAI_EXPR	黎明固有職業【劍豪+】的裝備　◆物攻+14、物防+8、會心+12、靈巧+12、運+12
IT_EQ_REIM_KUNAI_FLAVOR	黎明的暗器之一。不斷將卑鄙的戰法融入技能中，只求勝利不擇手段。被外界認為是“柴閃光”流派最後的繼承者。
IT_EQ_MOU_GAROMANTLE_EXPR	【猛獸馴養師專用裝備】　◆HP+36、物攻+24、速度+4、靈巧+16、麻痺耐性+15、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_MOU_GAROMANTLE_FLAVOR	去掉人的氣味，讓猛獸以為是夥伴的斗篷。使用的是在岩山上稀有的野獸毛皮，由撒加的老師傅所製作。
IT_EQ_MAD_GLOBE_EXPR	【魔彈操作師專用裝備】　◆魔攻+28 靈巧+20 速度+6 物防+10 魔防+12 石化耐性+8 停止耐性+8 沉默耐性+8
IT_EQ_MAD_GLOBE_FLAVOR	為了更輕便的操縱魔彈，據說出擊前吹一下會有好處。就像衝鋒號一樣高亢的聲音，可以提升人的戰鬥意志和精神集中。
IT_EQ_MEGISTOS_WEAPON_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆物攻+12、靈巧+24、魔攻+40、會心+4、火耐性+5
IT_EQ_MEGISTOS_WEAPON_FLAVOR	米基斯特斯最重視的大炮之一，寸不離身的火箭發射器。十分便攜小巧，即使被逼入絕境有這個大炮就沒事了。
IT_EQ_MEGISTOS_COAT_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆HP+24、物防+12、魔防+4、石化耐性+5、魅惑耐性+5
IT_EQ_MEGISTOS_COAT_FLAVOR	米基斯特斯常用的外套。是絕緣素材製作的工作服，可以放心的修理大炮等精密武器。但是他好像挺喜歡被電到的。
IT_EQ_MEGISTOS_BULLET_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆魔攻+18、睡眠耐性+10、暈眩耐性+10、麻痺耐性+10、運+24、最大魔力+16
IT_EQ_MEGISTOS_BULLET_FLAVOR	米基斯特斯最重視的大炮之一，是用於支援作戰的特殊照明炮。可以照亮遠處的夥伴，強光令人炫目。
IT_EQ_MEGISTOS_FLAK_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆物攻+16、魔攻+24、靈巧+24、速度+6、會心+4、風耐性+1
IT_EQ_MEGISTOS_FLAK_FLAVOR	米基斯特斯最重視的大炮之一，是用最新技術做出的高射炮。可以將炮彈打到很高是最自豪的特點，但是除他之外無人能使用。
IT_EQ_MEGISTOS_BATTERY_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆運+24、會心+4、獲得魔力+4、毒耐性+5、雷耐性+5
IT_EQ_MEGISTOS_BATTERY_FLAVOR	米基斯特斯最重視的大炮之一，搭載了移動功能的最新型大炮。這個大炮打出的弧線非常美，但是沒人能理解為何這樣設計。
IT_EQ_MEGISTOS_BOOT_EXPR	米基斯特斯固有職業【機械師+】的裝備　◆速度+2、魔防+6、HP+32、靈巧+20、水耐性+1
IT_EQ_MEGISTOS_BOOT_FLAVOR	米基斯特斯喜愛的靴子。活用了自己所屬的飛空艇開發部的知識，把小型引擎裝入了靴子裡。好像還想追加改良讓小型大炮都放進去。
IT_EQ_MIUN_KAJ_CC_01_EXPR	繆娜固有職業【匠鍛師】的裝備　◆HP+64、物攻+38、物防+24、火耐性+2、麻痹耐性+8、攻擊禁止耐性+8
IT_EQ_MIUN_KAJ_CC_01_FLAVOR	雖然是鍛造用的圍裙，但是為了配合她的動作而設計的面積很小。繆娜雖然認為被燙傷了也是種榮譽，但是父親卻希望她穿著保護全身的護具。
IT_EQ_MIUN_KAJ_CC_02_EXPR	繆娜固有職業【匠鍛師】的裝備　◆物攻+50、靈巧+12、運+38、魅惑耐性+8、麻痺耐性+8
IT_EQ_MIUN_KAJ_CC_02_FLAVOR	可以保護眼睛不受鍛冶時的火花和強光的傷害。裡面含有匠人的魔力，會根據光的強度改變顏色，很好的防住了紫外線和紅外線。
IT_EQ_MIUN_KAJ_CC_03_EXPR	繆娜固有職業【匠鍛師】的裝備　◆HP+48、魔攻+18、會心+14、水耐性+2、睡眠耐性+8、移動禁止耐性+8
IT_EQ_MIUN_KAJ_CC_03_FLAVOR	這個腰帶的特製的厚重腰袋裡放著鍛冶用的各種道具。工作時細小的道具和材料都放在袋子裡。但是她經常忘記到底放在哪裡了。
IT_EQ_MIUN_KAJ_CC_04_EXPR	繆娜固有職業【匠鍛師】的裝備　◆魔防+20、速度+14、風耐性+2、暈眩耐性+8、麻痺耐性+8
IT_EQ_MIUN_KAJ_CC_04_FLAVOR	繆娜認為僅僅用於危險的鍛冶場的安全靴太不可愛了，於是特別定制的這個款式。非常的可愛性能也強悍，很好的保護了腳趾。
IT_EQ_MIUN_KAJ_CC_05_EXPR	繆娜固有職業【匠鍛師】的裝備 ◆物攻+18、靈巧+18、會心+16、火耐性+2、獲得魔力+4
IT_EQ_MIUN_KAJ_CC_05_FLAVOR	克一族的人繼承鍛冶師時，作為師父的人都會贈送給徒弟這種小型的蛇腹風箱。即使在狹窄的地方也很好用，可以送來適量的風。
IT_EQ_MIUN_KAJ_CC_06_EXPR	繆娜固有職業【匠鍛師】的裝備　◆HP+38、速度+10、會心+14、雷耐性+2、毒耐性+8、石化耐性+8
IT_EQ_MIUN_KAJ_CC_06_FLAVOR	小時候繆娜所拾取的美麗的礦石，一直都收藏在懷裡。雖然調查了卻還是無法得知是什麼石頭，但是很憧憬何時解密後能成為強大的武器。
IT_EQ_PSI_HEADGEAR_EXPR	【念動師專用裝備】　◆魔攻+32、魔防+28、HP+28、命中率+2、光耐性+1、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_PSI_HEADGEAR_FLAVOR	可以使腦波增幅，強化念力的頭盔。將腦部的電信號轉換為能量，提升超能力的威力。還能將思維視覺化，把握隱藏敵人的位置。
IT_EQ_HAYATE_SWORD_EXPR	疾風固有職業【隱密+】的裝備　◆物攻+22、靈巧+20、速度+2、會心+8、運+30、獲得魔力+4
IT_EQ_HAYATE_SWORD_FLAVOR	見習時代就一直佩帶的愛刀。可以給隊友以風的加持來提升他們的速度，但是疾風還需要些時間來熟練使用。
IT_EQ_HAYATE_COSTUMES_EXPR	疾風固有職業【隱密+】的裝備　◆HP+40、物防+12、毒耐性+16、麻痺耐性+8、風耐性+2
IT_EQ_HAYATE_COSTUMES_FLAVOR	疾風所在的奇歐布一族中，被認為是獨當一面的戰士所穿著的正裝。穿著這個就不會被族人看輕，但是疾風卻仍然被當成半個戰士看待。
IT_EQ_HAYATE_MANT_EXPR	疾風固有職業【隱密+】的裝備　◆HP+30、火耐性+2、水耐性+2、暈眩耐性+8、停止耐性+8、石化耐性+8
IT_EQ_HAYATE_MANT_FLAVOR	傳說中蘊含著風狸查克拉的奇歐布一族代代相傳的斗篷。風狸之力的加持時常幫助了不擅長變化妖術的疾風。
IT_EQ_HAYATE_ACCE_EXPR	疾風固有職業【隱密+】的裝備　◆魔攻+6、物防+12、魔防+16、靈巧+18、魅惑耐性+8,、睡眠耐性+8
IT_EQ_HAYATE_ACCE_FLAVOR	是疾風為了送給自己單相思的鈴而偷偷製作的首飾。但是他不想成為“軟弱狸貓”的自尊心，使他始終不敢送出去，至今還在自己口袋裡。
IT_EQ_HAYATE_BANDANA_EXPR	疾風固有職業【隱密+】的裝備  ◆物攻+20 速度+4 會心+36 靈巧+16 攻擊禁止耐性+8
IT_EQ_HAYATE_BANDANA_FLAVOR	原本是鈴的東西，但是在疾風受傷時就給他包扎用了。因為鈴說不用還了，所以他就一直當護身符拿著，可以抑制自己過於思念鈴而導致尾毛的爆發。
IT_EQ_HAYATE_BOOTS_EXPR	疾風固有職業【隱密+】的裝備　◆物攻+18、速度+6、運+24、移動禁止耐性+8、暈眩耐性+8、麻痺耐性+8
IT_EQ_HAYATE_BOOTS_FLAVOR	可以自由的馳騁綿津見而不會傷腳的長足靴。雖然非常堅固，但是疾風修行非常嚴苛，細看之下就會發現靴子有破損。
IT_EQ_TEM_SHIELD_EXPR	【神殿騎士專用裝備】　◆HP+40、魔攻+24、魔防+30、物防+16、光耐性+2、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_TEM_SHIELD_FLAVOR	放出神聖光芒的莊嚴之盾。只有執行正義的神殿騎士才允許使用的盾牌，盾上有象徵權威的藍色寶石在發光。好人看到它會高興，壞人看到它會畏懼。
IT_EQ_ZENN_SCARF_EXPR	澤恩固有職業【刀劍術師】的裝備　◆HP+22、物攻+32、物防+10、會心+18、鈍足耐性+8、移動禁止耐性+8、停止耐性+8
IT_EQ_ZENN_SCARF_FLAVOR	澤恩常年使用的首卷。有著和服帶子的樣式，喜歡到了即使布料破損了也絕不更換的程度。好像是他回憶中珍貴的一部分，但是真相無人知曉。
IT_EQ_OTHI_WIZ_CC_01_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆HP+40、魔攻+16、靈巧+18、暈眩耐性+7、黑暗耐性+7
IT_EQ_OTHI_WIZ_CC_01_FLAVOR	歐提瑪穿戴的，謎團眾多的戰具。球體上發散著非常強力的鍊金反應。貌似是他自己的發明，但是具體是什麼東西，卻無人知曉。
IT_EQ_OTHI_WIZ_CC_02_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆魔攻+16、靈巧+24、速度+4、運+12、石化耐性+10
IT_EQ_OTHI_WIZ_CC_02_FLAVOR	歐提瑪所喜歡的，帶有流蘇的腰布。隨便睡一覺的時候把這個腰布鋪下去睡，醒來後全身不會疼。經常和周圍人說這個，有時會被別的隊長訓斥。
IT_EQ_OTHI_WIZ_CC_03_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆物防+14、魔防+20、速度+6、麻痹耐性+7、停止耐性+8
IT_EQ_OTHI_WIZ_CC_03_FLAVOR	歐提瑪所喜歡的靴子。為了能更好的行走，選擇了品質好的持久的靴子。為了在戰場上行動時沒有差異感，似乎是準備了許多一樣的靴子均等的換著穿。
IT_EQ_OTHI_WIZ_CC_04_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆物攻+16、物防+10、魔防+30、會心+16、光耐性+2
IT_EQ_OTHI_WIZ_CC_04_FLAVOR	保護歐提瑪手腕周圍的護手。為了在近戰時候保護自己而裝備的。據說扎因的攻擊也是用這個護手防禦的。
IT_EQ_OTHI_WIZ_CC_05_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆HP+18、會心+10、風耐性+2、魅惑耐性+7、睡眠耐性+7
IT_EQ_OTHI_WIZ_CC_05_FLAVOR	歐提瑪團長所率領的第六騎士團的團章。每次戴起這個團章，就會覺得有歸宿而感到溫暖。被他飄逸的動作感到安心的團員也很多。
IT_EQ_OTHI_WIZ_CC_06_EXPR	歐提瑪固有職業【幻影法師+】的裝備　◆魔攻+20、運+12、暗耐性+3、石化耐性+12、沉默耐性+8
IT_EQ_OTHI_WIZ_CC_06_FLAVOR	在聖教騎士團的作戰沙盤上使用的歐提瑪樣子的棋子。通過這個棋子，就可以把握到在遠征或外出較多的騎士團長的行蹤。有時候歐提瑪會拿蒙澤因的棋子對打著玩。
IT_EQ_ART_EXPR	【機關炮師專用裝備】　◆HP+30、物防+10、靈巧+20、速度+4、獲得魔力+2、雷耐性+1、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_ART_FLAVOR	為了打掃大型炮筒而專門設計的棒子。機關炮師們對於炮筒也是自己親手打理的。為了釋放出最好的炮擊，這個棒子作為不可或缺的清掃道具而活躍著。
IT_EQ_POK_B_TYRH01_EXPR	提爾鋒固有職業【黑劍姬】的裝備　◆HP+40、物攻+16、速度+3、會心+10、暗耐性+2、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_POK_B_TYRH01_FLAVOR	由於自己的貪婪，為了保護世界的和平，為了破壞後的創造而穿戴在身上的戰裝。排除了妨礙戰鬥的要素，戰鬥姿態甚至可以看到美麗的劍舞。
IT_EQ_WAISTCLOTH_MILOKU_EXPR	【拳聖【彌勒】的專用裝備】　◆最大HP+56、速度+3、物攻+10、會心+10、暈眩耐性+10、魅惑耐性+10、睡眠耐性+8、鈍足耐性+8
IT_EQ_WAISTCLOTH_MILOKU_FLAVOR	只有一流的拳聖才會穿戴的腰封。原本是從格裡特達伊克往世界各地傳播的裝備。其中一種裝飾裡面，寄宿著救世的彌勒之力，在戰場上被稱為救護聖手。
IT_EQ_WAISTCLOTH_FUDOU_EXPR	【拳聖【不動】的專用裝備】　◆最大HP+60、速度+3、物攻+16、會心+6、暈眩耐性+5、魅惑耐性+8、睡眠耐性+8、鈍足耐性+8
